distance_km,package_weight_kg,num_stops,traffic_index,warehouse_processing_hrs,fuel_price_index,is_peak_season,carrier_type,weather_condition,delivery_time_hours
191.75160733260225,24.12098692658558,1,2.729597077784193,0.14777288165843747,97.03947942312733,0,Road,Clear,17.555166459159583
245.36757611568612,9.399117080506485,3,2.5105881787246433,0.10793237806704102,120.68109056328609,1,Air,Clear,12.686900571775363
172.8554568251843,18.01536233451708,3,0.5782161191660804,2.8118356584675137,81.15903266873539,0,Road,Clear,10.172013413412799
158.3594686050464,13.185839598535752,2,0.642465219998667,1.1015743246914595,92.46980679261291,0,Rail,Clear,9.596209516172367
262.5553326783876,9.108888801918754,3,2.4571921186917365,0.8702065753573933,100.43209652800081,0,Rail,Rain,18.574540470443573
166.55725349446854,45.94732700561364,2,0.5170082189242526,0.7539937685040985,92.36288264103919,0,Rail,Clear,11.648489770069695
210.3167242051204,8.282003035290833,3,1.6724972842703705,0.9392864995712915,105.8881800731675,0,Road,Rain,19.64942479486616
198.91782752545492,14.039281910414564,7,0.7682431357357701,1.1659101174406672,99.32217474266902,0,Rail,Rain,14.742106705139816
262.4261739606722,13.154086112441432,3,1.9790805675463956,0.754120013064806,103.07181883156414,0,Road,Clear,19.958559732795088
142.56214630227763,15.221583929697657,5,2.995851044711018,0.5445794806860422,101.41393762333941,0,Road,Rain,17.450038717242194
312.1627757000043,43.71994847486125,3,0.9300537888537039,2.11466861381003,98.7634552852322,0,Air,Clear,11.855264831507556
121.59497220754875,20.273896177712498,3,2.8917096183984885,0.21852437654339402,84.51011517731814,0,Road,Clear,13.860732577214568
218.02775257423818,9.03645931885515,4,2.6636963598398626,1.8116886863451869,102.11310915032368,0,Road,Storm,23.210489689935574
203.94201354274946,35.00144288967961,3,2.9646374203594528,0.9904524813364699,78.83909396927115,1,Road,Clear,19.63200725050203
114.87561275790614,22.79523160014962,2,2.4154715840062964,2.16174403266297,91.93646822044188,0,Road,Rain,17.778788851395046
228.26007871339567,9.183727379592995,4,2.6424856286328127,1.2595767673589524,105.87046343227186,0,Rail,Rain,14.548477075807593
149.0931419728285,31.47385258144226,3,1.9864940989383146,0.31444712511714856,114.27625042850116,1,Road,Rain,17.99289913764229
92.05036889103042,3.8384595372597783,4,2.668210202936281,2.141034958126271,128.19299350338204,0,Road,Clear,13.971182729472764
244.43102098188444,4.9602384586983295,0,0.7787806396985315,1.5414658335459834,94.86095225915132,0,Rail,Clear,13.042303717195551
70.49453499904584,2.6440114991255466,4,2.354135760921064,1.3917349281323217,89.6185044373587,1,Air,Clear,9.850101159318427
103.25058274149302,1.472744805037688,6,2.0718089675028937,7.187390268775444,106.26740261032226,0,Rail,Clear,13.00332579803301
171.70730127358937,29.970923403889447,3,0.6496162068446618,0.8176532406246718,122.4396257779438,0,Road,Rain,14.843076978225927
261.47052772993425,15.364720902752438,2,1.228975928371628,0.10487258046271429,118.39293751313089,0,Road,Clear,18.817437309738064
236.163985001037,2.929013238178456,0,1.0402670009312995,1.000554807506212,87.57904953709742,1,Rail,Clear,14.693765884754434
190.03248839469964,12.89202454838281,2,1.5129386269971261,2.782715835804085,98.31388975045239,0,Air,Storm,14.871137111700397
55.48415411775896,24.992959179239957,2,0.9958833538093286,0.5845272480630302,110.20440739774509,0,Road,Clear,7.013147318972868
118.19646745775412,7.074434246477037,3,1.1870741103799627,1.2622715636461672,111.03653382923633,0,Road,Rain,12.949316289812165
134.5273953774929,10.282269037071837,3,1.2400753381071152,0.5189823037012045,107.10234308614852,0,Road,Clear,13.46898974958012
89.27620421655364,47.37931903097563,1,1.9995272378113262,3.575701263926126,94.61501699189054,0,Road,Clear,12.142800631905356
45.26845657153825,11.053497206513994,7,0.8371844001753416,1.5300045113034364,106.99558261488794,0,Road,Clear,10.694359226020257
176.48211640361652,3.2009569695359747,2,1.10275308680527,3.356809755214352,111.15220965852392,0,Road,Clear,12.211163557684007
240.29213725522285,8.581815356717069,2,1.292870152450247,6.746694272674542,88.81575909219359,0,Road,Rain,20.295091554443246
128.2065338114383,2.709604616534682,2,1.6226698456901818,2.819267218544767,115.96283078932663,0,Road,Clear,13.67367397446234
259.6460424065669,21.46644241395707,4,0.5952215820749578,2.500051253413447,111.90351416757603,0,Road,Clear,20.59744214300514
64.73118288816765,6.212958970880529,1,2.998028630181903,1.8688492950315958,91.09646200561974,0,Road,Rain,12.994617638772434
85.76252368559739,6.034267577876474,3,1.2509800063800638,2.5778003931741846,111.09891794031337,0,Air,Clear,6.739417821750606
174.36444858329475,50.23273172693844,2,1.2183621518390315,0.6825965229585309,109.7573638658134,0,Road,Clear,16.26521501778623
121.68272278307114,4.444842174592289,2,1.8871764664779689,0.5397181410321393,110.21383183328443,0,Rail,Clear,10.274609259382078
229.45553266070934,3.6780467280091496,4,2.6350804483052905,2.4362595039831993,118.91167665328817,1,Rail,Storm,23.76543532428746
209.057213999066,5.2121545173275186,3,1.6420234201519932,3.8950350407431324,99.87445865116193,0,Rail,Rain,16.08677639288708
126.99917470230504,25.54019259640263,2,1.1220980020993647,1.4939363502749199,103.9782557898749,0,Rail,Clear,10.42121169329385
69.10563426368714,19.497035336905295,5,1.9146887579883858,0.8132423956977114,70.0,1,Rail,Clear,11.584806431673654
118.2741755263738,8.487648545286985,6,1.7073563750643244,0.5011132956154122,113.38987235889252,0,Road,Storm,19.51944603029637
211.87690744891,7.8399046747290635,4,1.5576870675557395,1.2284007464722695,112.23503701108226,0,Road,Rain,19.38788151009448
234.44979419180197,18.430858560188433,4,2.959707376960558,2.0221927022071213,116.27241165741671,0,Air,Clear,16.35046086775303
122.00581930063281,15.806992603016305,0,2.9898756611714123,1.3251726379632347,88.75983511396565,1,Road,Clear,14.86874383958063
45.0801906690165,11.635979504600893,3,1.9048595711439846,1.0887399769834663,111.54454462954139,0,Rail,Clear,6.232551968349325
62.24401744475608,19.985038658545648,0,0.6700098176795273,0.7976245784326936,112.22499155725546,0,Road,Clear,6.336389586958662
202.4530489359412,4.882465282499212,6,1.9172939512072327,2.386728028489965,92.18900064712517,0,Road,Clear,21.55960792436438
125.7343330871327,6.309916763186312,4,2.881180370957213,0.6801358932958927,112.67157312356866,0,Road,Clear,14.198936807346115
127.57034810572092,20.74207591498697,3,2.8142313267367136,1.7635540941082537,105.55648853239562,0,Rail,Clear,15.221563738822873
84.84994741663333,16.776127619666486,4,1.0387521235783066,1.9122569554000302,79.62385871525159,1,Road,Rain,12.320038019395847
83.8012460841256,13.601261618229538,4,0.9752987050757109,3.111233734882732,107.01376984563882,1,Road,Clear,11.903001209044174
257.26285778559753,49.060982547542224,5,0.8806396375289247,0.2408888594198961,90.79351763886002,0,Road,Rain,18.623114566292973
206.45069738175346,23.195977655224915,2,2.549460873530869,1.2892136428113001,79.88881702466131,1,Rail,Clear,20.380387033174614
108.56028995940396,8.70593175680643,4,1.7251376424736837,2.624901237759035,104.39863930679971,1,Air,Storm,16.998523345605275
167.17178356152024,6.821311049645892,2,1.3451164266481141,4.474443137489661,99.21603156283047,1,Road,Clear,14.56835660464578
183.89742601521374,17.369597100453763,6,1.312017922099251,3.297768541859838,116.84576285237088,1,Road,Clear,19.97677490027755
373.8481130548906,29.907102793193694,4,1.1885331073859695,0.6620634296629988,102.18062945248586,1,Rail,Clear,19.403489179597667
79.21005047849147,2.2616366569415765,2,2.7065494352860204,0.5802937792841962,109.34223192084423,0,Road,Clear,10.325788650961796
182.53764509002232,16.453596923328757,4,1.524199731867763,1.1423636019097503,106.1057123926018,0,Road,Clear,15.972604713629593
256.56464033751655,10.142778266658327,1,1.1100443391047023,0.46818606061712853,112.25148825631354,0,Rail,Rain,16.54855595262799
350.46281216615057,15.361024024801106,1,2.276012015163196,0.2123419213973798,89.36311185951706,0,Air,Clear,14.18171340382453
105.1467302995083,3.4076128939524275,1,2.0886363922294957,0.7116368531293165,102.3824395613522,1,Road,Rain,14.903157081723355
124.76502418391395,29.892371742905933,0,2.2884138864852384,0.6705206109376747,98.31116916313363,1,Road,Clear,15.077375203907977
230.64884924412758,35.51459341613348,2,2.5548902863246625,1.9235136991381188,107.84420060606524,1,Road,Clear,23.216233842168556
54.82660865641839,21.713409269540048,2,0.7530842864222984,2.6518524403562775,103.06975692116997,1,Air,Clear,6.685159462181244
192.72571146995574,40.40099243574293,4,0.5049718536253618,0.811772980283791,92.63154560817001,0,Rail,Clear,14.289629326950967
446.21088258453926,9.732215272944153,1,0.6264156028903853,0.724131007529015,95.94479752097781,0,Road,Clear,23.054454567645074
204.13521811633976,16.16510526918022,0,2.26698314787203,4.550486682823658,119.7820325024668,0,Air,Clear,12.601570107557404
28.82697992263775,21.94358682164897,2,2.8362413506242836,2.5843179152796165,79.6677865814646,0,Road,Clear,10.24154464348385
92.83472349923548,17.538907867528543,2,1.3277634550409172,1.7692893374578305,108.512376482384,1,Rail,Clear,9.996274634041729
107.20817838367357,10.784631573690858,1,2.4529854159861086,1.0444898961756526,114.89735556079619,0,Rail,Clear,11.77326944317929
288.81893702546205,11.736520829431303,3,2.3229612771716734,2.5436648309523795,106.94604583002864,0,Rail,Clear,18.972436674214016
144.95489149491152,33.363702628673224,2,2.9451539482147995,0.5185954242458084,123.65209901557594,0,Rail,Clear,13.441361907153338
45.615039168924675,13.073797700663821,4,1.6769827037242546,2.625606417247901,111.26218776490266,0,Road,Clear,9.993956377303226
154.7880472894983,28.739639067069987,3,0.9151824182172348,1.992522296545503,104.60948456485237,1,Road,Rain,18.64274994114718
173.1066819013148,12.549432975319869,5,2.413078501469356,2.273178021014597,94.39924529898533,1,Road,Clear,22.568759301929298
115.89575846489385,28.62143621477445,3,2.5470471600535984,1.5207342472381735,104.83200936617122,0,Air,Storm,15.973671806504617
82.84393552861968,14.177642935659133,2,2.268250189262288,0.38146117043757044,108.18018304225713,1,Road,Clear,13.408031993656971
472.27642600742564,20.662398679607104,4,2.6579541831994478,0.5328420188189383,100.04200509232334,0,Road,Storm,31.233182893202144
257.01833486066374,7.588716783785902,0,1.4279564582997613,2.071735968133169,91.08608068906518,0,Road,Clear,18.29481858535992
269.73186200077737,16.1389368434601,0,2.2257875080588723,1.9188829901445705,85.54932800792265,0,Road,Clear,20.445965813158125
145.13816177059684,7.686620585602459,2,1.159621597907655,0.8877469583977815,102.22488262457168,1,Road,Clear,15.071496426669091
104.03707245893196,9.53573377137596,3,1.616100364849594,0.872359430911102,82.23620550662115,1,Road,Storm,15.25538443029498
119.43293354974637,10.185122691546319,2,1.1062304228890456,3.132382412825451,94.34148772650981,0,Road,Clear,13.238861911805765
64.61060008603789,11.57718091866642,3,0.8863341816203627,1.3733452144203833,70.81911434947766,0,Road,Rain,11.896077362741773
369.9475699675407,26.379075172407347,6,0.5898831200049719,0.6782485220620584,109.99622235545496,1,Road,Clear,23.268152919473593
148.65509416684318,9.234194043975469,2,2.178560645480835,3.4827345895672646,113.84856051005426,1,Air,Clear,14.192321483213917
325.1056639740816,14.923016874713339,1,2.688182720693541,3.264572138199103,100.94737672314928,0,Road,Rain,24.03268117946425
123.02031493451014,28.68443066337069,1,1.286048585778171,1.3713949336628435,121.97750838231758,0,Road,Clear,11.225316713828871
205.79328092810692,20.355395391413794,4,1.573088458619318,1.5962178024261635,116.16864102659527,0,Air,Clear,9.367692503104811
178.6331040670683,2.3175749855113077,1,0.5088673707564337,2.590622137723091,105.75742858176652,1,Road,Rain,15.467635519197664
59.900432696740516,3.310358443176923,7,1.5321369313286222,2.178995898118303,98.6414276690534,0,Road,Clear,10.595876631557573
395.27339871563004,17.779949123678872,1,1.203305287705211,0.3676397936193816,95.80722257340102,0,Road,Clear,23.334218701450425
125.31554785655585,8.84988334640467,3,1.9355000753115033,3.5610222550484596,106.74989289231986,1,Road,Clear,17.728079708425874
74.19683184851999,2.838653306945267,3,2.771292957127655,0.29618157100274234,98.30527790926855,0,Road,Rain,14.293822759940136
231.6726074722331,8.316391700282207,2,1.7653814228037814,1.9053496614846126,106.5787624198894,0,Air,Clear,9.814931329744107
159.49868608773824,18.269709255720215,0,2.1888316497571543,0.45426526512147264,107.46944336599415,1,Road,Clear,16.233346518808396
195.4068967684213,10.09311948909519,2,2.26370709951405,2.1759981408110813,97.24504902627825,0,Road,Clear,15.43773312244592
169.040596030526,13.853678651864438,1,0.8810797804368662,0.7472017222106815,113.14942978747587,0,Rail,Storm,13.608983390875757
31.462438479989103,10.842714356791909,1,1.3664265195295653,0.7929499585679798,97.25738491633103,0,Road,Clear,6.878912850386266
90.78548093113801,7.354886989546456,6,0.7828638781624898,2.4875487511281786,100.2560625837439,0,Road,Clear,9.82619093286293
88.46048603487155,15.906537415587158,6,1.601866509471476,0.45401416118610033,88.2697047961076,0,Rail,Rain,12.430982763331208
267.56286936077674,2.516029839110336,2,2.718214204024359,0.8863717750944796,96.75259918008489,0,Road,Rain,20.96121440744097
163.0200659551993,6.5612283732754975,3,1.7023358768435342,0.47096903476706126,125.89838147170495,0,Road,Clear,13.954564262380439
212.79598990375382,23.134342864503108,4,1.6403824580473159,1.5084935582601888,89.19536117355737,0,Road,Clear,18.843825002505973
129.99424095153978,3.4227315183589933,2,1.023308864488129,0.46251460016299095,105.25254832448923,1,Rail,Clear,10.579712352326014
218.72773990718684,13.326851176784736,0,1.2755432002176397,1.7882892417310143,94.5461061730652,0,Air,Clear,10.16972466172011
145.33401781476266,9.455223172943525,5,2.841498931337271,3.235403466234816,73.4331819818087,1,Rail,Clear,19.917768151559663
139.05339435001088,8.725798775892649,4,1.2574883106551042,0.15506237038608287,106.7076450794421,1,Road,Clear,16.116859535273008
177.93163990379102,24.69651837094067,4,2.3284664638750403,0.7504392219298843,93.32650889271517,0,Road,Clear,16.096626566741406
169.0309280163469,28.116280816025714,5,0.6053541622861895,0.5148205278287252,103.82849459609608,0,Road,Clear,11.736018893667838
555.1264984609379,5.199867268497162,6,0.8207849002362448,0.37469487520469424,111.87662755086245,0,Rail,Clear,23.49997671826972
90.11472950585501,11.652394696897495,2,1.2786947907622455,1.7531691038046693,102.81518061025706,0,Road,Clear,8.021820992193359
55.18069854615249,1.7996355759654459,6,2.7535521534005634,1.603384388094925,103.93958615085396,0,Road,Clear,13.219354458099605
192.9577585354055,23.7309571456601,4,1.048229137197631,3.5461005390858986,89.5847209143151,0,Road,Clear,17.446905906394953
98.66853513896363,12.796207786567159,2,2.31686152521252,2.302468644051739,108.48190433029552,1,Road,Clear,15.1123725631107
28.35318506414804,3.179650952957596,1,0.9188111672492251,1.4293034040898966,97.72379183451675,0,Rail,Rain,4.9493288391498105
76.8476916463146,6.849389585518392,5,2.032105115295354,1.6946238172452543,76.01885671239361,0,Air,Clear,9.138625541408443
489.12048521374817,4.767070492662751,4,1.967070576878203,0.8848135754056003,109.92693314454316,1,Road,Rain,34.65244089263912
88.54576048575736,6.503380156873848,3,2.054869752849181,1.7368480628089538,113.59579423519017,1,Road,Storm,18.2328015933576
42.18043737914721,2.0202337240549895,5,1.2156913041563262,0.2997757672303755,117.77346946670167,1,Road,Clear,10.988830520177135
472.43317363760286,33.12305807064304,4,0.9052574923814573,1.2251684802828036,126.04987602887468,0,Road,Rain,33.23783377979457
74.80074179992022,5.389713977459139,5,2.7162143728426207,1.947143443123288,109.2824145715331,0,Road,Clear,13.596482227680442
646.7890984052747,13.302377136885411,4,1.923609843753706,1.1738679394051101,106.16766541322248,0,Road,Clear,33.81531863055485
126.56330820331493,18.148336704891705,3,1.0301079243023452,0.7765718441631466,113.0985729034608,0,Road,Clear,9.762000270944968
396.1750764209421,28.14379444192514,2,1.5333226329885883,1.4792291613747222,89.3560582398174,0,Rail,Clear,20.489265487996338
137.1509210585323,13.657942177692133,1,0.6677287323130172,0.6762161284830828,79.93636682626179,1,Road,Clear,12.426913155516893
206.49046540964738,10.709999202084486,4,1.6884402915059356,1.1172630598036697,94.27589429794689,0,Road,Storm,19.775949302203397
147.24299122704582,14.100161471850399,0,1.5597269404574219,2.463307575614653,115.32693012823619,1,Road,Clear,14.973899611515474
137.77998303692638,5.1719257330108395,2,0.8318155934334841,2.5742688575558006,92.06681041378668,0,Road,Rain,11.998721823823168
183.84299792331728,5.5778469012262315,5,1.6109308379563583,1.6294319640105983,105.58732705190943,0,Road,Storm,19.894536605042575
210.79079976238188,10.510288986336226,4,2.0988308489817644,0.5609471283468753,106.87956763258582,1,Road,Rain,22.36296519094808
175.7171770499729,1.2382291789157855,2,2.8212261118335613,1.0305630927680338,102.93118164930299,0,Road,Clear,18.430513188932224
165.26485334880596,7.492371544112195,4,2.2579629848988114,1.5001884379373438,84.6684117379787,0,Road,Clear,18.22173380138853
99.20372914395747,8.979486431474909,3,1.7560882159243985,0.7436569217942992,104.11246895334618,0,Air,Clear,6.956391244113274
150.65593961561234,44.474428264823565,4,2.4251277946528558,4.210831432342229,94.94135843502372,0,Air,Clear,13.090602040308553
368.9656704175285,30.65715705382926,0,1.199838203377114,0.7586456264840551,120.43433430646748,0,Rail,Clear,16.991852473552584
96.27648503383816,18.100408288416464,2,2.171953996112223,1.4235663869764865,113.64254155522256,1,Road,Clear,14.962288661997196
186.97643184780975,24.14672882430825,2,0.5126554169961862,2.688894045323595,95.36448308903073,0,Rail,Rain,12.936977766542233
307.3839534548753,5.533693231807825,0,0.6813778261238136,3.762252532870172,121.18883774189564,1,Road,Clear,21.069474119662264
211.8056389992311,14.38987761799778,2,2.060664091154457,0.549438345614454,104.12453691150233,1,Road,Clear,20.589950629426493
269.1584562031871,22.09656808924256,3,0.9813739359698993,0.3100316036528601,79.94036162269425,1,Road,Clear,19.63727337852218
